Unnamed: 0,id_cliente,qtd_filhos,idade,tempo_emprego,qt_pessoas_residencia,renda,sexo_F,sexo_M,tipo_renda_Assalariado,tipo_renda_Bolsista,tipo_renda_Empresário,tipo_renda_Pensionista,tipo_renda_Servidor público,educacao_Primário,educacao_Pós graduação,educacao_Secundário,educacao_Superior completo,educacao_Superior incompleto,estado_civil_Casado,estado_civil_Separado,estado_civil_Solteiro,estado_civil_União,estado_civil_Viúvo,tipo_residencia_Aluguel,tipo_residencia_Casa,tipo_residencia_Com os pais,tipo_residencia_Comunitário,tipo_residencia_Estúdio,tipo_residencia_Governamental,posse_de_veiculo_False,posse_de_veiculo_True,posse_de_imovel_False,posse_de_imovel_True,ano,mes,dia
1633,13317,1,38,4.931506849315068,3.0,2279.54,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2015,2,1
1634,15257,1,43,20.216438356164385,3.0,8593.97,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,2015,2,1
1635,16187,0,42,4.715068493150685,2.0,1376.18,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2015,2,1
1636,1993,0,36,3.5095890410958903,2.0,1191.65,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2015,2,1
1637,8746,0,40,0.6136986301369863,2.0,3653.47,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2015,2,1
1638,1751,2,40,6.06027397260274,4.0,2629.85,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,2015,2,1
1639,6693,2,34,4.975342465753425,4.0,439.75,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,2015,2,1
1640,12734,1,27,4.863013698630136,3.0,6357.41,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2015,2,1
1641,1805,1,46,2.2,3.0,3349.56,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2015,2,1
1642,15686,0,53,6.016438356164382,2.0,2593.42,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2015,2,1
1643,15645,0,43,5.715068493150685,2.0,750.46,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,2015,2,1
1644,2664,0,42,15.068493150684931,2.0,14801.2,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2015,2,1
1645,16361,0,51,1.8794520547945208,2.0,3370.72,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,2015,2,1
1647,7975,0,52,12.147945205479452,2.0,3465.27,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2015,2,1
1648,7795,0,31,2.246575342465753,2.0,1882.27,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2015,2,1
1650,7897,0,28,9.838356164383562,2.0,8350.25,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2015,2,1
1651,429,0,56,6.358904109589042,2.0,2727.88,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2015,2,1
1653,5182,0,53,2.6575342465753424,1.0,6500.27,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,2015,2,1
1654,15165,0,26,0.5342465753424658,1.0,2958.07,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,2015,2,1
1655,2380,1,36,3.3616438356164378,3.0,3551.22,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2015,2,1
1656,7571,0,28,7.2684931506849315,2.0,39743.85,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2015,2,1
1657,6036,0,23,0.9643835616438357,2.0,1108.71,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,2015,2,1
1658,3249,0,35,6.323287671232878,2.0,951.9,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2015,2,1
1659,1432,0,32,4.101369863013699,1.0,4918.57,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,2015,2,1
1660,5361,1,39,3.9315068493150687,3.0,2034.35,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2015,2,1
1661,10106,0,42,15.391780821917806,2.0,18733.21,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2015,2,1
1663,15802,0,27,3.016438356164384,1.0,3103.38,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,2015,2,1
1664,13995,1,24,4.2027397260273975,3.0,3729.54,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2015,2,1
1666,834,1,43,3.8301369863013695,3.0,1218.39,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2015,2,1
1667,12973,2,45,9.052054794520547,4.0,7357.97,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2015,2,1
1668,14275,1,32,10.123287671232877,3.0,4731.39,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,2015,2,1
1669,16632,1,28,2.4657534246575343,2.0,3695.83,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,2015,2,1
1670,5706,0,47,4.624657534246575,2.0,6839.1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,2015,2,1
1671,2493,1,44,7.624657534246575,2.0,2038.43,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,2015,2,1
1672,14962,0,44,1.0986301369863014,2.0,1674.86,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,2015,2,1
1673,14509,2,28,9.304109589041095,4.0,7712.5,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2015,2,1
1674,1151,0,38,1.6684931506849314,2.0,3091.47,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,2015,2,1
1675,8703,2,33,9.578082191780824,3.0,2624.81,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,2015,2,1
1676,15329,0,31,11.712328767123289,2.0,8210.13,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,2015,2,1
1677,11751,1,33,1.5753424657534247,3.0,5837.37,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,2015,2,1
1678,15723,2,25,1.6849315068493151,4.0,2975.87,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,2015,2,1
1679,8630,0,37,14.695890410958905,2.0,2347.72,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2015,2,1
1680,11724,2,34,4.158904109589041,4.0,1156.9,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2015,2,1
1682,13033,1,49,1.0876712328767124,3.0,6881.04,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2015,2,1
1683,4705,1,44,1.9342465753424656,3.0,941.69,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2015,2,1
1684,15129,1,42,1.1561643835616435,3.0,1240.38,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,2015,2,1
1685,6390,1,34,1.0767123287671232,3.0,3019.64,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,2015,2,1
1686,4859,2,29,4.216438356164384,4.0,9127.38,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,2015,2,1
1687,1486,0,43,7.589041095890411,2.0,3603.28,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,2015,2,1
1688,16010,0,47,10.2986301369863,2.0,7053.46,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2015,2,1
1689,12275,0,25,5.613698630136986,1.0,7578.23,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,2015,2,1
1690,11208,1,41,18.523287671232875,3.0,12637.95,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,2015,2,1
1691,12144,0,53,1.1835616438356165,2.0,2277.57,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2015,2,1
1692,10499,0,32,8.164383561643836,2.0,2722.64,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2015,2,1
1693,5826,2,34,1.6356164383561644,4.0,939.04,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2015,2,1
1694,14666,2,42,10.389041095890413,4.0,1524.5,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,2015,2,1
1696,13934,0,24,0.4520547945205479,1.0,1657.66,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,2015,2,1
1697,14479,0,55,13.641095890410964,2.0,3326.97,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2015,2,1
1698,7747,0,42,8.10684931506849,2.0,6078.57,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2015,2,1
1699,5129,0,59,4.383561643835616,2.0,3456.57,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2015,2,1
1700,14464,2,30,2.0191780821917806,4.0,462.43,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2015,2,1
1701,14888,1,30,5.216438356164384,3.0,3190.57,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,2015,2,1
1702,15153,2,34,8.747945205479452,4.0,3238.51,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,2015,2,1
1703,1684,0,56,1.8109589041095893,2.0,476.11,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2015,2,1
1704,13834,1,27,3.287671232876712,3.0,3045.75,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,2015,2,1
1706,8277,1,43,1.0547945205479452,3.0,7515.62,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,2015,2,1
1707,3946,1,43,10.93972602739726,2.0,9320.45,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,2015,2,1
1708,2854,0,24,1.6410958904109592,1.0,1945.67,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,2015,2,1
1709,7107,0,52,9.882191780821918,2.0,8906.48,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2015,2,1
1710,8426,0,50,0.96986301369863,2.0,6074.39,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2015,2,1
1713,9204,0,34,10.178082191780822,2.0,4149.4,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2015,2,1
1714,2406,1,37,4.528767123287671,3.0,7700.27,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,2015,2,1
1717,9633,0,36,3.9342465753424656,2.0,2200.66,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,2015,2,1
1719,901,1,32,0.5013698630136987,3.0,1035.39,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2015,2,1
1720,14248,1,41,0.7890410958904109,3.0,10608.7,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2015,2,1
1721,11676,0,44,13.082191780821915,2.0,8202.51,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2015,2,1
1722,7198,0,48,8.967123287671232,2.0,8066.65,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2015,2,1
1723,13675,0,41,1.2,2.0,1551.46,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2015,2,1
1725,2811,0,47,4.895890410958904,2.0,1693.78,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2015,2,1
1726,2241,0,25,6.090410958904108,2.0,1131.01,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,2015,2,1
1727,5297,0,50,2.010958904109589,2.0,2664.7,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2015,2,1
1728,2538,0,52,5.117808219178082,2.0,32504.33,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2015,2,1
1729,660,0,34,1.8575342465753424,2.0,1024.64,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,2015,2,1
1730,7860,0,64,0.4136986301369863,2.0,1903.46,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2015,2,1
1731,14363,1,28,2.032876712328767,3.0,4965.0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2015,2,1
1732,4857,2,29,4.216438356164384,4.0,9969.5,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,2015,2,1
1733,4172,0,47,5.846575342465752,1.0,4462.83,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,2015,2,1
1736,12500,1,44,5.367123287671234,3.0,2869.73,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,2015,2,1
1737,2465,0,52,16.545205479452054,2.0,4183.12,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2015,2,1
1738,11718,0,27,1.3232876712328767,1.0,1333.25,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,2015,2,1
1741,9409,0,46,11.435616438356163,1.0,2979.77,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,2015,2,1
1742,13259,4,34,4.3506849315068505,6.0,592.03,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2015,2,1
1743,9615,1,45,5.101369863013699,3.0,2376.75,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,2015,2,1
1744,1165,0,40,13.509589041095891,2.0,11410.82,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2015,2,1
1745,8446,0,48,6.8054794520547945,2.0,15432.21,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,2015,2,1
1746,11922,0,43,22.09041095890411,2.0,3009.78,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,2015,2,1
1748,11420,0,42,3.0986301369863014,2.0,2294.57,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,2015,2,1
1749,12916,1,35,6.383561643835616,2.0,1512.98,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,2015,2,1
1751,11251,0,47,11.271232876712329,2.0,4689.34,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2015,2,1
1753,9241,1,34,15.687671232876712,3.0,1332.01,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2015,2,1
1754,15995,0,48,15.219178082191783,2.0,4855.11,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2015,2,1
1755,3558,2,34,7.526027397260274,4.0,8116.39,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2015,2,1
1756,14597,2,32,11.726027397260276,4.0,5887.36,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2015,2,1
1757,13873,1,35,9.12054794520548,3.0,3505.43,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2015,2,1
1758,5318,0,54,10.936986301369863,2.0,3386.53,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2015,2,1
1759,14482,0,55,13.641095890410964,2.0,7977.48,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2015,2,1
1760,262,0,51,26.70684931506849,2.0,5648.49,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,2015,2,1
1761,15807,0,63,15.36164383561644,2.0,5621.51,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,2015,2,1
1762,807,0,29,5.693150684931508,2.0,3261.25,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2015,2,1
1763,2391,0,27,4.1945205479452055,2.0,14678.8,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,2015,2,1
1764,5202,1,41,2.32054794520548,3.0,1300.51,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2015,2,1
1765,3755,0,52,11.854794520547946,2.0,1405.09,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2015,2,1
1766,11877,0,53,15.841095890410957,2.0,3246.2,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,2015,2,1
1771,13244,2,35,10.517808219178082,4.0,617.08,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,2015,2,1
1772,3770,0,38,10.76986301369863,1.0,519.06,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,2015,2,1
1773,3786,0,50,22.36438356164384,2.0,10586.64,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,2015,2,1
1774,13728,3,38,7.876712328767122,5.0,3492.16,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2015,2,1
1775,1847,1,47,1.2547945205479452,3.0,1059.31,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2015,2,1
1776,2099,2,31,11.01095890410959,3.0,7245.21,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,2015,2,1
1778,1749,2,40,6.06027397260274,4.0,6868.54,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,2015,2,1
1779,14132,0,48,28.641095890410963,1.0,17007.93,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,2015,2,1
1780,169,0,44,5.112328767123287,1.0,2484.49,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,2015,2,1
1781,15456,0,38,6.53972602739726,2.0,14031.43,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,2015,2,1
1782,11003,0,39,9.356164383561644,2.0,11741.87,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,2015,2,1
1783,16176,0,53,7.213698630136986,1.0,3744.13,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,2015,2,1
1784,4007,0,48,15.243835616438355,2.0,14206.66,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2015,2,1
1785,12429,0,44,2.698630136986301,2.0,1197.85,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,2015,2,1
1786,1716,0,59,6.646575342465752,2.0,8749.86,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2015,2,1
1787,5647,0,28,6.624657534246575,2.0,626.67,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,2015,2,1
1788,5531,1,35,7.542465753424658,3.0,1980.53,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,2015,2,1
1789,13614,0,51,31.78904109589041,1.0,6033.13,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,2015,2,1
1790,8000,0,63,14.895890410958906,1.0,3436.66,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,2015,2,1
1791,7042,0,51,13.2986301369863,2.0,3646.85,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2015,2,1
1792,14672,0,36,8.638356164383561,1.0,2335.13,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,2015,2,1
1793,13349,0,37,0.5150684931506849,2.0,7487.72,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,2015,2,1
1794,6046,0,30,7.389041095890411,2.0,665.94,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2015,2,1
1795,6789,2,29,5.131506849315068,4.0,12136.47,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2015,2,1
1796,15825,0,31,1.1232876712328768,2.0,9251.62,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2015,2,1
1797,2745,0,43,8.312328767123287,2.0,1906.94,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2015,2,1
1798,15183,0,60,20.882191780821923,2.0,5487.63,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2015,2,1
1799,1054,1,48,1.0986301369863014,3.0,249.14,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2015,2,1
1800,8867,0,40,21.64383561643836,2.0,4512.01,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2015,2,1
1802,12333,1,47,3.1150684931506847,3.0,11821.87,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2015,2,1
1803,5308,1,37,0.5150684931506849,3.0,944.04,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2015,2,1
1804,9541,0,44,1.0136986301369864,1.0,2485.29,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,2015,2,1
1807,6394,1,34,1.0767123287671232,3.0,9185.75,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,2015,2,1
1808,13531,1,38,16.526027397260275,3.0,50452.42,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,2015,2,1
1809,7137,2,42,2.4575342465753423,4.0,3130.72,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2015,2,1
1810,16293,0,28,0.3753424657534247,2.0,957.87,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2015,2,1
1811,1670,1,45,7.315068493150685,3.0,3248.77,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2015,2,1
1812,3069,1,22,3.887671232876712,3.0,875.5,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,2015,2,1
1813,9116,0,40,13.873972602739729,2.0,2490.66,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,2015,2,1
1814,2965,0,25,4.550684931506848,2.0,7466.91,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2015,2,1
1815,10396,0,56,6.383561643835616,2.0,2336.56,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,2015,2,1
